code_experimentation,debitCO2_g,elapsedtime_s
PR13-10-23F13,0.005,1228140
PR13-10-23F13,0.016,1229340
PR13-10-23F13,0.005,1230540
PR13-10-23F13,0.013,1231740
PR13-10-23F13,0.01,1232940
PR13-10-23F13,0.007,1234140
PR13-10-23F13,0.011,1235340
PR13-10-23F13,0.013,1236540
PR13-10-23F13,0.012,1237740
PR13-10-23F13,0.008,1238940
PR13-10-23F13,0.017,1240140
PR13-10-23F13,0.008,1241340
PR13-10-23F13,0.008,1242540
PR13-10-23F13,0.014,1243740
PR13-10-23F13,0.007,1245000
PR13-10-23F13,0.011,1246200
PR13-10-23F13,0.011,1247400
PR13-10-23F13,0.018,1248600
PR13-10-23F13,0.002,1249800
PR13-10-23F13,0.012,1251000
PR13-10-23F13,0.014,1252200
PR13-10-23F13,0.014,1253400
PR13-10-23F13,0.004,1254600
PR13-10-23F13,0.011,1255800
PR13-10-23F13,0.011,1257000
PR13-10-23F13,0.011,1258200
PR13-10-23F13,0.016,1259400
PR13-10-23F13,0.005,1260600
PR13-10-23F13,0.01,1261800
PR13-10-23F13,0.012,1263000
PR13-10-23F13,0.01,1264200
PR13-10-23F13,0.005,1265400
PR13-10-23F13,0.009,1266600
PR13-10-23F13,0.009,1267800
PR13-10-23F13,0.002,1269000
PR13-10-23F13,0.009,1270200
PR13-10-23F13,0.01,1271400
PR13-10-23F13,0.015,1272600
PR13-10-23F13,0.006,1273800
PR13-10-23F13,0.006,1275000
PR13-10-23F13,0.008,1276200
PR13-10-23F13,0.011,1277400
PR13-10-23F13,0.011,1278600
PR13-10-23F13,0.008,1279800
PR13-10-23F13,0.009,1281000
PR13-10-23F13,0.009,1282200
PR13-10-23F13,0.012,1283400
PR13-10-23F13,0.008,1284600
PR13-10-23F13,0.008,1285800
PR13-10-23F13,0.004,1287000
PR13-10-23F13,0.007,1288200
PR13-10-23F13,0.01,1289400
PR13-10-23F13,0.018,1290600
PR13-10-23F13,0.008,1291800
PR13-10-23F13,0.007,1293000
PR13-10-23F13,0.005,1294200
PR13-10-23F13,0.005,1295400
PR13-10-23F13,0.007,1296600
PR13-10-23F13,0.019,1297800
PR13-10-23F13,0.005,1299000
PR13-10-23F13,0.007,1300200
PR13-10-23F13,0.012,1301400
PR13-10-23F13,0.011,1302600
PR13-10-23F13,0.002,1303800
PR13-10-23F13,0.014,1305000
PR13-10-23F13,0.005,1306200
PR13-10-23F13,0.009,1307400
PR13-10-23F13,0.011,1308600
PR13-10-23F13,0.008,1309800
PR13-10-23F13,0.013,1311000
PR13-10-23F13,0.014,1312200
PR13-10-23F13,0,1313400
PR13-10-23F13,0.012,1314600
PR13-10-23F13,0.007,1315800
PR13-10-23F13,0.002,1317000
PR13-10-23F13,0.007,1318200
PR13-10-23F13,0.009,1319400
PR13-10-23F13,0.008,1320600
PR13-10-23F13,0.013,1321800
PR13-10-23F13,0.011,1323000
PR13-10-23F13,0.007,1324200
PR13-10-23F13,0.012,1325400
PR13-10-23F13,0.004,1326600
PR13-10-23F13,0.011,1327800
PR13-10-23F13,0.011,1329000
PR13-10-23F13,0.009,1330200
PR13-10-23F13,0.014,1331400
PR13-10-23F13,-0.001,1332600
PR13-10-23F13,0.009,1333800
PR13-10-23F13,0.013,1335000
PR13-10-23F13,0.005,1336200
PR13-10-23F13,0.011,1337400
PR13-10-23F13,0.009,1338600
PR13-10-23F13,0.009,1339800
PR13-10-23F13,0.013,1341000
PR13-10-23F13,0.004,1342200
PR13-10-23F13,0.011,1343400
PR13-10-23F13,0.013,1344600
PR13-10-23F13,0.009,1345800
PR13-10-23F13,0.006,1347000
PR13-10-23F13,0.013,1348200
PR13-10-23F13,0.007,1349400
PR13-10-23F13,0.011,1350600
PR13-10-23F13,0.006,1351800
PR13-10-23F13,0.01,1353000
PR13-10-23F13,-0.001,1354200
PR13-10-23F13,0.009,1355400
PR13-10-23F13,0.011,1356600
PR13-10-23F13,0.007,1357800
PR13-10-23F13,0.001,1359000
PR13-10-23F13,0.01,1360200
PR13-10-23F13,0.01,1361400
PR13-10-23F13,0.004,1362600
PR13-10-23F13,0.008,1363800
PR13-10-23F13,0.008,1365000
PR13-10-23F13,0.013,1366200
PR13-10-23F13,0.009,1367460
PR13-10-23F13,0.001,1368660
PR13-10-23F13,0.01,1369860
PR13-10-23F13,0.006,1371060
PR13-10-23F13,0.008,1372260
PR13-10-23F13,0.005,1373460
PR13-10-23F13,0.008,1374660
PR13-10-23F13,0.009,1375860
PR13-10-23F13,0.006,1377060
PR13-10-23F13,0.006,1378260
PR13-10-23F13,0.007,1379460
PR13-10-23F13,0.004,1380660
PR13-10-23F13,0.007,1381860
PR13-10-23F13,0.009,1383060
PR13-10-23F13,0.003,1384260
PR13-10-23F13,0.011,1385460
PR13-10-23F13,0.006,1386660
PR13-10-23F13,0.002,1387860
PR13-10-23F13,0.006,1389060
PR13-10-23F13,0.011,1390260
PR13-10-23F13,-0.003,1391460
PR13-10-23F13,0.007,1392660
PR13-10-23F13,0.007,1393860
PR13-10-23F13,0.005,1395060
PR13-10-23F13,0.007,1396260
PR13-10-23F13,0.007,1397460
PR13-10-23F13,0.006,1398660
PR13-10-23F13,0.006,1399860
PR13-10-23F13,0.007,1401060
PR13-10-23F13,0.001,1402260
PR13-10-23F13,0.006,1403460
PR13-10-23F13,0.005,1404660
PR13-10-23F13,0.006,1405860
PR13-10-23F13,0.007,1407060
PR13-10-23F13,0.009,1408260
PR13-10-23F13,0.008,1409460
PR13-10-23F13,0.003,1410660
PR13-10-23F13,0,1411860
PR13-10-23F13,0.006,1413060
PR13-10-23F13,0.006,1414260
PR13-10-23F13,0.008,1415460
PR13-10-23F13,0.009,1416660
PR13-10-23F13,-0.003,1417860
PR13-10-23F13,0.006,1419060
PR13-10-23F13,0.008,1420260
PR13-10-23F13,0.006,1421460
PR13-10-23F13,0.004,1422660
PR13-10-23F13,0.01,1423860
PR13-10-23F13,-0.002,1425060
PR13-10-23F13,0.011,1426260
PR13-10-23F13,0.002,1427460
PR13-10-23F13,0.005,1428660
PR13-10-23F13,0.005,1429860
PR13-10-23F13,0.007,1431060
PR13-10-23F13,0.011,1432260
PR13-10-23F13,0.002,1433460
PR13-10-23F13,0.005,1434660
PR13-10-23F13,0.007,1435860
PR13-10-23F13,-0.001,1437060
PR13-10-23F13,0.005,1438260
PR13-10-23F13,0.005,1439460
PR13-10-23F13,0.006,1440660
PR13-10-23F13,0.006,1441860
PR13-10-23F13,0.006,1443060
PR13-10-23F13,0.007,1444260
PR13-10-23F13,0.006,1445460
PR13-10-23F13,0.007,1446660
PR13-10-23F13,0.007,1447860
PR13-10-23F13,0.006,1449060
PR13-10-23F13,0.009,1450260
PR13-10-23F13,0.004,1451460
PR13-10-23F13,0.009,1452660
PR13-10-23F13,0.006,1453860
PR13-10-23F13,0.003,1455060
PR13-10-23F13,0.007,1456260
PR13-10-23F13,0.006,1457460
PR13-10-23F13,0.008,1458660
PR13-10-23F13,0.007,1459860
PR13-10-23F13,0.007,1461060
PR13-10-23F13,0.009,1462260
PR13-10-23F13,0.008,1463460
PR13-10-23F13,0.009,1464660
PR13-10-23F13,0.014,1465860
PR13-10-23F13,0.009,1467060
PR13-10-23F13,0.008,1468260
PR13-10-23F13,0.01,1469460
PR13-10-23F13,0.003,1470660
PR13-10-23F13,0.006,1471860
PR13-10-23F13,0.005,1473060
PR13-10-23F13,0.006,1474260
PR13-10-23F13,0.01,1475460
PR13-10-23F13,0.003,1476660
PR13-10-23F13,0.009,1477860
PR13-10-23F13,0.002,1479060
PR13-10-23F13,0.007,1480260
PR13-10-23F13,0.006,1481460
PR13-10-23F13,0.007,1482660
PR13-10-23F13,0.007,1483860
PR13-10-23F13,0.008,1485060
PR13-10-23F13,0,1486260
PR13-10-23F13,0.006,1487460
PR13-10-23F13,0.005,1488660
PR13-10-23F13,0.006,1489860
PR13-10-23F13,0.006,1491060
PR13-10-23F13,0.01,1492260
PR13-10-23F13,0.008,1493460
PR13-10-23F13,0.003,1494660
PR13-10-23F13,0.003,1495860
PR13-10-23F13,0.004,1497120
PR13-10-23F13,0.007,1498320
PR13-10-23F13,0.005,1499520
PR13-10-23F13,0.01,1500720
PR13-10-23F13,0.005,1501920
PR13-10-23F13,0.006,1503120
PR13-10-23F13,-0.002,1504320
PR13-10-23F13,0.007,1505520
PR13-10-23F13,0.006,1506720
PR13-10-23F13,0.01,1507920
PR13-10-23F13,-0.002,1509120
PR13-10-23F13,0.008,1510320
PR13-10-23F13,0.004,1511520
PR13-10-23F13,0.01,1512720
PR13-10-23F13,0.003,1513920
PR13-10-23F13,0.002,1515120
PR13-10-23F13,0.01,1516320
PR13-10-23F13,-0.001,1517520
PR13-10-23F13,0.008,1518720
PR13-10-23F13,0.005,1519920
PR13-10-23F13,0.007,1521120
PR13-10-23F13,-0.003,1522320
PR13-10-23F13,0.006,1523520
PR13-10-23F13,0.006,1524720
PR13-10-23F13,0.008,1525920
PR13-10-23F13,0.001,1527120
PR13-10-23F13,0.005,1528320
PR13-10-23F13,0.005,1529520
PR13-10-23F13,0.008,1530720
PR13-10-23F13,0.006,1531920
